District,school_name,地址,電話,傳真,電郵,網址,url,校長,校監/校管會主席
九龍城區,九龍文理書院,九龍九龍城沐虹街6號。,23231741,23255465,cckmail@cckln.edu.hk,http://www.cckln.edu.hk,https://www.schooland.hk/ss/cckln,談國軒先生 Mr. Tam Kwok Hin,歐陽惠賢女士 Ms. Au-Yeung Wai Yin
九龍城區,中華基督教會基道中學,九龍土瓜灣崇安街28號。,26271028,26270555,enquiry@ccckeito.edu.hk,http://www.ccckeito.edu.hk,https://www.schooland.hk/ss/ccckeito,翁港成,袁海星博士 Dr. Yuen Hoi Sing
九龍城區,鄧鏡波學校,九龍天光道16號。,27125171,27137727,info@tangkingpo.edu.hk,http://www.tangkingpo.edu.hk,https://www.schooland.hk/ss/tangkingpo,葉兆港先生 Mr. Yip Siu Kong,江志釗神父 Fr. Kong Che Chiu
九龍城區,五旬節中學,九龍巴富街14號。,27132772,27142854,pentecostalschool@gmail.com,http://www.pentecostalschool.edu.hk,https://www.schooland.hk/ss/pentecostal,何淑儀女士 Ms. Ho Shuk Yee Suky,蔡康年先生 Mr. Choi Hong Nin
九龍城區,順德聯誼總會胡兆熾中學,九龍何文田巴富街22號。,27621183,27114743,office@stfaswc.edu.hk,http://www.stfaswc.edu.hk,https://www.schooland.hk/ss/stfaswc,趙家豪先生 Mr. Chiu Ka Ho,蘇振顯博士 Dr. So Chun Hin
九龍城區,余振強紀念中學,九龍何文田文福道27號。,27144161,27601488,info@yckmc.edu.hk,http://www.yckmc.edu.hk,https://www.schooland.hk/ss/yckmc,池少翀先生 Mr. Chi Siu Chung,鍾衞良先生 Mr. Chung Wai Leung
九龍城區,創知中學,九龍何文田公主道14號。,27144115,27610050,info@scientia.edu.hk,http://www.scientia.edu.hk/,https://www.schooland.hk/ss/wss,黃晶榕博士 Dr. Wong Ching Yung,周文港教授 Prof Chow Man Kong
九龍城區,禮賢會彭學高紀念中學,九龍九龍塘禧福道30號。,23370283,23360953,school@rcphkmc.edu.hk,https://www.rcphkmc.edu.hk/,https://www.schooland.hk/ss/rhenishcollege,"鄧文偉先生 Mr. Tang Man Wai , Simon",鄧少軒先生 Mr. Tang Siu Hin
九龍城區,九龍塘學校,九龍九龍塘舒梨道10號。,23370680,23362967,hostmaster@ktsss.edu.hk,http://www.ktsss.edu.hk,https://www.schooland.hk/ss/ktsss,韓佩儀,鮑文宜律師 Mr. Anthony Michael Bough
九龍城區,新亞中學,九龍土瓜灣農圃道6號。,27112206,27621334,info@nams.edu.hk,http://www.nams.edu.hk,https://www.schooland.hk/ss/nams,梁淑貞女士 Ms. Leung Suk Ching,范少偉先生 Mr. Fan Siu Wai
九龍城區,聖公會聖三一堂中學,九龍愛民邨孝民街2號。,27144137,27621157,office@skhhtcss.edu.hk,https://www.skhhtcss.edu.hk,https://www.schooland.hk/ss/skhhtcss,黃麗珊女士 Ms. Wong Lai Shan,李安業牧師 The Very Revd. Lee On Yip Franklin
九龍城區,德蘭中學,九龍何文田常盛街21號。,27115202,27154509,stss@stteresa.edu.hk,https://www.stteresa.edu.hk,https://www.schooland.hk/ss/stteresa,葉妙顏女士 Ms. Ip Miu Ngan,"劉富根神父 Rev. Lau Foo Kun, David"
九龍城區,賽馬會官立中學,九龍九龍塘牛津道2號B。,23366761,23363479,jcgss@edb.gov.hk,https://www.jcgss.edu.hk,https://www.schooland.hk/ss/jcgss,何倩儀女士 Ms. Ho Shin Yee,何慕琪女士 Ms. Ho Mo Ki
九龍城區,聖公會聖匠中學,九龍紅磡大環道10號。,23642730,23648708,mail@hcs.edu.hk,https://www.hcs.edu.hk,https://www.schooland.hk/ss/hcs,吳嘉鳳女士 Ms. Ng Ka Fung,張樹萱牧師 The Revd. Cheung Shu Suen
九龍城區,聖公會蔡功譜中學,九龍何文田忠孝街101號。,27600463,27614114,info@tkp.edu.hk,http://tkp.edu.hk,https://www.schooland.hk/ss/tkp,曾珮瑜女士 Ms. Tsang Pui Yu,"植頌匡先生 Mr. Tsik Chung Hong, Joseph"
九龍城區,獻主會聖母院書院,九龍馬頭圍盛德街51號。,27115291,27142847,ndc1967@ndc.edu.hk,http://www.ndc.edu.hk,https://www.schooland.hk/ss/notre-dame-college,唐嘉明先生 Mr. Tong Ka Ming,簡立和神父 Fr. Slawomir Kalisz
九龍城區,香港兆基創意書院,九龍聯合道135號。,21809595,21809540,info@creativehk.edu.hk,http://www.creativehk.edu.hk,https://www.schooland.hk/ss/creativehk,甄拔濤先生 Mr. Yan Pat To,黃英琦太平紳士 Madam Wong Ada Ying Kay
九龍城區,泰來書院,紅磡差館里21-27號富業大廈2樓。,38994698,21203512,school.612820@gmail.com,https://anantara.edublogs.org/,https://www.schooland.hk/ss/anantara,,
黃大仙區,德望學校,九龍清水灣道303號。,23210250,23248242,goodhope@ghs.edu.hk,http://www.ghs.edu.hk,https://www.schooland.hk/ss/ghs,Dr. Gary James Harfitt,阮嫣玲修女 Sister Pauline Yuen
黃大仙區,保良局第一張永慶中學,九龍慈雲山蒲崗村道173號。,23212167,23284301,office@plkno1.edu.hk,https://www.plkno1.edu.hk/,https://www.schooland.hk/ss/plkno1whc,梁玉冰女士 Ms. Leong Yuk Ping,郭浩泉先生 Mr. Kwok Ho Chuen
黃大仙區,中華基督教會協和書院,九龍慈雲山蒲崗村道171號。,23234265,23233258,info@ccchwc.edu.hk,http://www.ccchwc.edu.hk,https://www.schooland.hk/ss/ccchwc,呂浩榮先生 Mr. Lui Ho Wing Samuel,高一村博士 Dr. Kao Yi Tsun Richard
黃大仙區,保良局何蔭棠中學,九龍黃大仙蒲崗村道176號。,26269930,26269339,info@plkchc.edu.hk,https://www.plkchc.edu.hk,https://www.schooland.hk/ss/plkchc,勞國樑先生 Mr. Lo Kwok Leung,陳筠霖女士 Ms. Chan Laverna Jun Lin
黃大仙區,德愛中學,九龍慈雲山慈雲山道8號。,23238504,27261153,school@takoi.edu.hk,https://www.takoi.edu.hk,https://www.schooland.hk/ss/takoi,曾珮琪女士 Ms. Tsang Pui Ki,"劉惠蘭修女 Sister Lau Wai Lan, Rossetti"
黃大仙區,可立中學,九龍爵祿街15號。,23222229,23202414,hlc-mail@holap.edu.hk,http://www.holap.edu.hk,https://www.schooland.hk/ss/holap,黎洛琪女士 Ms. Lai Lok Ki,"余大業先生 Mr. Yu Tai Ip, Francis"
黃大仙區,聖母書院,九龍黃大仙龍鳳街3號。,23275860,27527645,info@olc.edu.hk,https://www.olc.edu.hk,https://www.schooland.hk/ss/olc,林麗玲修女 Sister Lim Lai Ling Amy,曹幸然修女 Sister Tso Enid
黃大仙區,聖文德書院,九龍慈雲山雙鳳街47號。,23238217,23228786,office@sbc.edu.hk,https://www.sbc.edu.hk,https://www.schooland.hk/ss/sbc,羅偉南先生 Mr. Law Wai Nam,"劉鳳兒女士 Ms. Lau Fung Yi, Lucia"
黃大仙區,香港神託會培敦中學,九龍黃大仙斧山道162號。,23265211,23201344,info@pooitun.edu.hk,https://www.pooitun.edu.hk,https://www.schooland.hk/ss/pooitun,林佩儀女士 Ms. Lam Pui Yee,"彭秋嫦女士 Ms. Pang Chau Sheung, Rosa"
黃大仙區,佛教孔仙洲紀念中學,九龍斧山平定道10號。,23226915,23513614,info@bhscmc.edu.hk,https://www.bhscmc.edu.hk,https://www.schooland.hk/ss/bhscmc,陳詩韻女士 Ms. Chan Sze Wan,釋衍空法師 Ven. Sik Hin Hung
黃大仙區,五旬節聖潔會永光書院,九龍橫頭磡龍翔道155號。,23370137,23363142,webmaster@wingkwong.edu.hk,https://www.wingkwong.edu.hk,https://www.schooland.hk/ss/wingkwong,郭文坤先生 Mr. Kwok Man Kwan,曾寶玲女士 Ms. Tsang Po Ling
黃大仙區,彩虹邨天主教英文中學,九龍黃大仙紫葳路1號。,23203594,23256405,enquiry@choihung.edu.hk,http://www.choihung.edu.hk,https://www.schooland.hk/ss/choihung,何家欣女士 Ms. Ho Ka Yan,張明德神父 Rev. Johnson Dhos
黃大仙區,潔心林炳炎中學,九龍橫頭磡富美街9號。,23379594,23363549,school@kitsam.edu.hk,https://www.kitsam.edu.hk,https://www.schooland.hk/ss/kitsam,劉瑤紅博士 Dr. Lau Yiu Hung,"潘秀琼修女 Sr. Poon Sau King, Agatha"
黃大仙區,李求恩紀念中學,九龍新蒲崗太子道東596號。,22596000,27185334,general@gs.lkyms.edu.hk,http://www.lkyms.edu.hk,https://www.schooland.hk/ss/lkyms,林少娟女士 Ms. Lam Siu Kuen,鄒小岳律師 Mr. Chow Siu Ngor
黃大仙區,樂善堂王仲銘中學,九龍樂善道161號。,23820002,27184649,contact@lstwcm.edu.hk,https://www.lstwcm.edu.hk,https://www.schooland.hk/ss/lstwcm,徐思明女士 Ms. Chui Sze Ming,"彭志宏醫生 Dr. Pang Chi Wang, Peter"
黃大仙區,中華基督教會基協中學,九龍黃大仙東頭村道161號。,23204557,23251715,email@keiheep.edu.hk,https://www.keiheep.edu.hk,https://www.schooland.hk/ss/keiheep,羅裕安先生 Mr. Law Yue On,張群顯博士 Dr. Cheung Kwan Hin
黃大仙區,中華基督教會扶輪中學,九龍黃大仙龍翔道157號。,23381971,23383748,info@rotary.edu.hk,https://www.rotary.edu.hk/,https://www.schooland.hk/ss/rotary,薛昌華先生 Mr. Sit Cheung Wah,翁傳鏗牧師 Rev. Yung Chuen Hung
黃大仙區,天主教伍華中學,九龍新蒲崗彩虹道5號。,23838077,27182543,school@ngwahsec.edu.hk,https://www2.ngwahsec.edu.hk/,https://www.schooland.hk/ss/ngwahsec,李宛儀女士 Ms. Li Yuen Yee,"呂琼女士 Ms. Lui King, Karen"
黃大仙區,救世軍卜維廉中學,九龍慈雲山毓華街100號。,23269068,23280052,wbss@hkm.salvationarmy.org,http://www.wbss.edu.hk,https://www.schooland.hk/ss/wbss,洪楚英,葉簡明真少校 Major Ip Kan Ming Chun
黃大仙區,樂善堂余近卿中學,九龍橫頭磡富裕街3號。,23362657,23385504,info@ykh.edu.hk,http://www.ykh.edu.hk,https://www.schooland.hk/ss/ykh,"江文其先生 Mr. Kong Man Kei, Alex",李培埡女士 Ms. Lee Pui Ah
黃大仙區,聖公會聖本德中學,九龍彩虹邨藍鐘道11號。,23200011,23204470,info@skhsbs.edu.hk,https://www.skhsbs.edu.hk,https://www.schooland.hk/ss/skhsbs,鄭銘強先生 Mr. Cheng Ming Keung,劉榮佳牧師 Rev. Lau Wing Kai
黃大仙區,佛教志蓮中學,九龍鑽石山志蓮道9號。,23218511,23212776,admin@clbss.edu.hk,http://www.clbss.edu.hk,https://www.schooland.hk/ss/clbss,廖志成先生 Mr. Leo Chi Shing,釋惟徹法師 Ven. Sik Wei Che
黃大仙區,國際基督教優質音樂中學暨小學,九龍鑽石山蒲崗村道182號。,27773828,27773899,info@icqm.edu.hk,https://www.icqm.edu.hk,https://www.schooland.hk/ss/icqm,陳永生博士,萬廣祥牧師
黃大仙區,神召會德萃書院,九龍慈雲山蒲崗村道91號。,23380701,23446238,dh-info@sthilarys.edu.hk,https://www.pchk.org.hk/,https://www.schooland.hk/ss/aogmms,郭志雄先生,張德明先生
黃大仙區,香港威雅學校(九龍),九龍沙浦道83號。,21297100,,enquiries@was.edu.hk,https://www.was.edu.hk/,https://www.schooland.hk/ss/wycombeabbey-kl,Mr Rob Fox,高燕華女士
觀塘區,藍田聖保祿中學,九龍藍田安田街10號。,23472991,23497892,school@spslt.edu.hk,https://www.spslt.edu.hk,https://www.schooland.hk/ss/spslt,熊旭儀女士 Ms. Hung Yuk Yee,"尤頴怡修女 Sister Yau Wing Yee, Winnie"
觀塘區,滙基書院東九龍,九龍觀塘利安里2號。,23436677,27900077,mail@uccke.edu.hk,https://www.uccke.edu.hk,https://www.schooland.hk/ss/uccke,鄭建德博士 Dr. Samuel Kin Tak Cheng,陳佐堅先生 Mr. Kenneth Jor Kin Chan
觀塘區,中華基督教會蒙民偉書院,九龍觀塘曉明街20號。,27276372,23483900,info@cccmmwc.edu.hk,https://www.cccmmwc.edu.hk/,https://www.schooland.hk/ss/cccmmwc,"呂以敏博士 Dr. Lui Yee Man, Karen",盧厚敏博士 Dr. Lo Hau Man
觀塘區,福建中學,九龍觀塘振華道83號。,25781745,25120659,fms-mail@fms.edu.hk,http://www.fms.edu.hk,https://www.schooland.hk/ss/fukien,吳宏基先生 Mr. Ng Wang Kee,周娟娟女士 Ms. Chow Kuen Kuen
觀塘區,觀塘瑪利諾書院,九龍觀塘翠屏道100號。,27171485,27272788,ktmc@ktmc.edu.hk,https://www.ktmc.edu.hk,https://www.schooland.hk/ss/ktmc,"冼雅琳女士 Ms. Sin Nga Lam, Caroline",馮賜豪神父 Rev. Fung Che Ho
觀塘區,順利天主教中學,九龍觀塘順利邨順緻街7號。,23893082,23894111,contact@slcss.edu.hk,http://www.slcss.edu.hk,https://www.schooland.hk/ss/slcss,李婉萍女士 Ms. Lee Yuen Ping,郭浩庭先生 Mr. Kwok Ho Ting
觀塘區,聖言中學,九龍新清水灣道38號。,23496281,23484096,syadm@singyin.edu.hk,https://www.singyin.edu.hk,https://www.schooland.hk/ss/singyin,許志權博士 Dr. Hui Chi Kuen,"張明德神父 Rev. Johnson, Dhos SVD"
觀塘區,聖傑靈女子中學,九龍觀塘康利道26號。,23456481,27902381,scsg@scsg.edu.hk,http://www.scsg.edu.hk,https://www.schooland.hk/ss/scsg,關智權先生 Mr. Kwan Chi Kuen,倪錫水先生 Mr. Ngai Sik Shui
觀塘區,觀塘官立中學,九龍觀塘順緻街9號順利邨。,23436220,23044671,ktgss@email.ktgss.edu.hk,http://www.ktgss.edu.hk,https://www.schooland.hk/ss/ktgss,葉麗紅女士 Ms. Ip Lai Hung,何淑華 Ms. Ho Suk Wa
觀塘區,呂郭碧鳳中學,九龍觀塘翠屏道102號。,23480103,23409716,info@lkpfc.edu.hk,http://www.lkpfc.edu.hk,https://www.schooland.hk/ss/lkpfc,張豐先生 Mr. CHEUNG Fung,梁耀權先生 Mr. LEUNG Yiu Kuen
觀塘區,聖若瑟英文中學,九龍新清水灣道46號。,37524500,23252358,contact@sjacs.edu.hk,https://www.sjacs.edu.hk,https://www.schooland.hk/ss/sjacs,潘永强先生 Mr. Poon Wing Keung,周玲玲女士 Ms. Chow Ling Ling Margaret
觀塘區,梁式芝書院,九龍秀茂坪曉光街80號。,23496626,23496390,contact@lscc.edu.hk,https://www.lscc.edu.hk,https://www.schooland.hk/ss/lscc,吳小玲女士 Ms. Ng Siu Ling Giselle,李婉儀女士 Ms. Lee Yuen Yee
觀塘區,寧波公學,九龍觀塘功樂道7號。,23455633,23418282,info@npc.edu.hk,http://www.npc.edu.hk,https://www.schooland.hk/ss/npc,許善娟博士 Dr. Hui Sin Kuen,"范久祥先生 Mr. Fan Kau Cheung, John"
觀塘區,寧波第二中學,九龍觀塘順天邨。,23467465,27723377,info@np2c.edu.hk,http://www.np2c.edu.hk,https://www.schooland.hk/ss/np2c,梁超然先生 Mr. Leung Chiu Yin,"李宗德博士 Dr. Joseph Lee, GBS, OStJ, JP"
觀塘區,基督教聖約教會堅樂中學,九龍觀塘曉明街26號。,27274311,23473916,contact@holmglad.edu.hk,https://www.holmglad.edu.hk,https://www.schooland.hk/ss/holmglad,李立中先生 Mr. Lee Lap Chung,劉景文先生 Mr. Lau King Man
觀塘區,仁濟醫院羅陳楚思中學,九龍九龍灣啟禮道。,26821315,31294752,ychlccsc@ychlccsc.edu.hk,https://www.ychlccsc.edu.hk,https://www.schooland.hk/ss/ychlccsc,"楊佩珊博士 Dr. Yeung Pui Shan, Rita",羅嘉穗榮譽博士 Dr. Law Kar Shui
觀塘區,聖道迦南書院,九龍觀塘利安里6號。,23720033,23720055,info@stcc.edu.hk,https://www.stcc.edu.hk,https://www.schooland.hk/ss/stcc,李家鳴先生 Mr. Lee Ka Ming,"羅維安博士 Dr. Law Wai On, Simon"
觀塘區,聖公會基孝中學,九龍藍田啟田道5號。,23460252,23464648,info@keihau.edu.hk,http://www.keihau.edu.hk,https://www.schooland.hk/ss/keihau,"宋錦文先生 Mr. Sung Kam Man, Kelvin",張瑞鋒先生 Mr. Cheung Shui Fung
觀塘區,聖公會梁季彜中學,九龍觀塘曉明街28號。,27274321,23481627,lky@skhlkyss.edu.hk,http://www.skhlkyss.edu.hk,https://www.schooland.hk/ss/skhlkyss,韓惠好女士 Ms.,鄒小岳先生 Mr. Chow Siu Ngor
觀塘區,香港聖公會何明華會督中學,九龍秀茂坪曉光街82號。,23479224,23488639,bhss@go.bhss.edu.hk,http://www.bhss.edu.hk,https://www.schooland.hk/ss/bhss,金偉明先生 Mr. Kam Wai Ming,陳頌基先生 Mr. Chan Chung Kei
觀塘區,中華基督教會基智中學,九龍觀塘瑞寧街20號。,23422954,23445392,office@keichi.edu.hk,https://www.keichi.edu.hk,https://www.schooland.hk/ss/keichi,李淦章博士 Dr. Lee Kam Cheung Francis,盧厚敏博士 Dr. Lo Hau Man
觀塘區,五邑司徒浩中學,九龍藍田啟田道7號。,23405916,23496376,office@szetoho.edu.hk,http://www.szetoho.edu.hk,https://www.schooland.hk/ss/szetoho,馮嘉慧女士 Ms. Fung Ka Wai,"鄧漢秋校監 Supervisor Tang Hon Chau, Michael"
觀塘區,香港布廠商會朱石麟中學,九龍九龍灣啟樂街11號。,27968323,27554009,general@chusheklun.edu.hk,http://www.hkwmacsl.edu.hk,https://www.schooland.hk/ss/hkwmacsl,馮漢賢先生 Mr. Fung Hon Yin,劉文東先生 Mr. Lau Man Tung Benjamin
觀塘區,聖安當女書院,九龍油塘高超道1號。,23481379,23481090,school@sagc.edu.hk,https://www.sagc.edu.hk,https://www.schooland.hk/ss/sagc,朱蓓蕾女士 Ms. Chu Pui Lui,黃詩麗女士 Ms. Wong She Lai Shirley
觀塘區,佛教何南金中學,九龍油塘高超道3號。,23400871,23473665,enquiry@bhnkc.edu.hk,http://www.bhnkc.edu.hk,https://www.schooland.hk/ss/bhnkc,馬寶紅女士 Ms. Ma Po Hung,"何德心居士 Mr. Ho Tak Sum, B.B.S., M.H."
觀塘區,地利亞修女紀念學校(協和),九龍觀塘協和街221號。,23423198,27973560,hw@deliagroup.edu.hk,https://www.deliahw.edu.hk,https://www.schooland.hk/ss/deliahw,謝俊賢女士 Ms. Tse Chun Yin,左筱霞女士 Ms. Chor Siu Har
觀塘區,高雷中學,九龍觀塘和康徑9號。,23890213,27635927,office@klss.edu.hk,http://www.klss.edu.hk,https://www.schooland.hk/ss/klss,梁嘉齡女士 Ms. Leung Ka Ling Catherine,蘇日偉先生 Mr. So Yat Wai
觀塘區,瑪利諾中學,九龍觀塘安秀道27號。,27583102,27557634,admin@maryknoll.edu.hk,https://www.maryknoll.edu.hk/,https://www.schooland.hk/ss/mssch,鄭英佳先生 Mr. CHENG Ying Kai,譚耀培先生 Mr. Tam Yiu Pui
觀塘區,慕光英文書院,九龍觀塘功樂道55號。,23412932,23434854,info@mukuang.edu.hk,http://www.mukuang.edu.hk,https://www.schooland.hk/ss/mukuang,張永豐先生 Mr. Cheung Wing Fung,黃華康先生 Mr. Wong Wa Hong
觀塘區,觀塘功樂官立中學,九龍觀塘功樂道90號。,23435059,23044668,ktklgss@edb.gov.hk,https://www.ktklgss.edu.hk,https://www.schooland.hk/ss/ktklgss,"嚴淑貞女士 Ms. Yim Suk Ching, Suzanne",何慕琪 Ms. Ho Mo Ki
觀塘區,香港道教聯合會青松中學,九龍觀塘秀茂坪曉育徑4號。,27274315,23477376,info@ccss.edu.hk,https://www.ccss.edu.hk,https://www.schooland.hk/ss/ccss,"蔡子良先生 Mr. Choi Chi Leung, Dickson","趙球大博士 Dr. Chiu Kou Tai, Herbert"
觀塘區,地利亞修女紀念學校(協和二中),九龍觀塘協和街223號。,23896299,27973618,hw2@deliagroup.edu.hk,https://www.deliahw2.edu.hk/,https://www.schooland.hk/ss/mrck,梁愛珍女士 Ms. Leong Oi Chan,左筱霞女士 Ms. Chor Siu Har
觀塘區,天主教普照中學,九龍油塘普照路1號。,23479907,27175293,pochiu@pochiu.edu.hk,http://www.pochiu.edu.hk,https://www.schooland.hk/ss/pochiu,袁玉蘭女士 Ms. Yuen Yuk Lan,譚永亮神父 Rev. Taveirne Patrick Mathieu Willem
觀塘區,路德會官塘書院,九龍觀塘馬蹄徑2號。,23671111,23681873,enquiry@college.edu.hk,http://www.lutheran.edu.hk,https://www.schooland.hk/ss/ktlc,馬少堅先生,沈堅忍牧師
觀塘區,示昕學校,九龍觀塘偉業街182號。,35860107,35860191,info@shema.edu.hk,http://shema.edu.hk/,https://www.schooland.hk/ss/shema,陳秀春女士,馬冼嘉明女士
觀塘區,香港紫荊書院,九龍灣偉業街33號德福廣場。,37531610,,info@hkbc.edu.hk,https://www.hkbc.edu.hk/,https://www.schooland.hk/ss/hkbc,張紫伶博士,張紫伶博士
油尖旺區,拔萃女書院,九龍佐敦佐敦道1號。,22779100,27807149,info@dgs.edu.hk,https://www.dgs.edu.hk,https://www.schooland.hk/ss/dgs,"劉靳麗娟 Mrs. Lau Kun Lai Kuen, Stella","余嘉寶女士 Ms. Yu Ka Po, Benita"
油尖旺區,伊利沙伯中學,九龍旺角洗衣街152號。,23809621,23914949,qes@edb.gov.hk,https://www.qes.edu.hk,https://www.schooland.hk/ss/qes,余國健先生 Mr. Iu Kok-kin,"鄭國仁先生 Mr. Cheng Kwok-yan, Brian"
油尖旺區,嘉諾撒聖瑪利書院,九龍柯士甸道162號。,27242771,27242719,info@smcc.hk,https://www.smcc.hk,https://www.schooland.hk/ss/smcc-canossian,黃慧珍女士 Ms. Wong Wai Chun Janet,霍慧敏修女 Sister Fok Wai Man Veronica
油尖旺區,聖芳濟書院,九龍大角咀詩歌舞街45號。,23932271,23916101,sfxadmin@sfxc.edu.hk,http://www.sfxc.edu.hk,https://www.schooland.hk/ss/sfxc,梁文輝先生 Mr. Leung Man Fai,Br. CHIN Yoon Choy Br. Chin Yoon Choy
油尖旺區,華仁書院(九龍),九龍窩打老道56號。,23841038,27705095,info@wyk.edu.hk,https://www.wyk.edu.hk/,https://www.schooland.hk/ss/wyk,周子詩女士 Ms. Chow Tze Sze Cecilia,蘇英麟博士 Dr. So Ying Lun
油尖旺區,真光女書院,九龍窩打老道54號A。,23851491,27825300,mail@tlgc.edu.hk,http://www.tlgc.edu.hk,https://www.schooland.hk/ss/tlgc,梅麗玉博士 Dr. Mui Lai Yuk,王家輝牧師 Rev. Wong Ka Fai
油尖旺區,中華基督教會銘基書院,九龍大角咀橡樹街16號。,23923963,21427376,cccmkc@cccmkc.edu.hk,http://cccmkc.edu.hk,https://www.schooland.hk/ss/cccmkc,張佩姍博士 Dr. Cheung Pui Shan,"高一村教授 Prof. Kao Yi Tsun, Richard"
油尖旺區,李國寶中學,九龍油蔴地海泓道8號。,26269100,26269311,college@hkmadavidli.edu.hk,https://www.hkmadavidli.edu.hk,https://www.schooland.hk/ss/hkmadavidli,莫一帆,"田北辰先生 The Hon. Mr. Tien Puk Sun, Michael"
油尖旺區,循道中學,九龍油麻地加士居道50號。,23843543,23889466,admin@mckln.edu.hk,https://www.mckln.edu.hk,https://www.schooland.hk/ss/mckln,易代珮博士 Dr. Yick Doi Pei,梁智信先生 Mr. Leung Chi Shun
油尖旺區,基督教香港信義會信義中學,九龍窩打老道52號。,27802291,27823374,contact@lss.edu.hk,http://www.lss.edu.hk,https://www.schooland.hk/ss/lss,"梁冠芬先生 Mr. Liang, Kwun Fan","楊有志牧師 Rev. Yeung, Yau Chi Jackson"
油尖旺區,港九潮州公會中學,九龍旺角洗衣街150號。,23964187,23944087,go@ccpass.edu.hk,http://www.ccpass.edu.hk,https://www.schooland.hk/ss/ccpass,陳淑英女士 Ms. Chan Shuk Ying,馬介欽博士 Dr. Ma Kai Yum
油尖旺區,聖公會諸聖中學,九龍白布街11號。,27800147,23846399,info@skhasms.edu.hk,https://www.skhasms.edu.hk,https://www.schooland.hk/ss/skhasms,許華英,周偉文牧師 Revd. Chow Wai Man
油尖旺區,世界龍岡學校劉皇發中學,九龍大角咀詩歌舞街66號。,23944186,23914799,contact@lwfss.edu.hk,http://www.lwfss.edu.hk,https://www.schooland.hk/ss/lwfss,陳慧韵博士 Dr. Chan Wai Wun,張鴻釗先生 Mr. Cheung Hung Chiu Stewart
油尖旺區,麗澤中學,九龍尖沙咀廣東道180號。,27213086,27215946,info@lcms.edu.hk,https://www.laichack.edu.hk,https://www.schooland.hk/ss/laichack,李潔明先生 Mr. Lee Kit Ming,"劉國偉先生 Mr. Lau Kwok Wai, Simon"
油尖旺區,天主教新民書院,九龍油麻地石壁道2號。,23857812,23854502,nc@newman.edu.hk,https://www.newman.edu.hk,https://www.schooland.hk/ss/newman,吳華彪先生 Mr. Ng Wa Piu Henry,郭志德先生 Mr. Kwok Chi Tak Philip
油尖旺區,官立嘉道理爵士中學,九龍大角咀海帆道22號。,25761871,28824548,sekss100@edb.gov.hk,http://seksswk.edu.hk,https://www.schooland.hk/ss/seksswk,李東青先生 Mr. Lee Tung Ching,"鄭國仁先生 Mr. Cheng Kwok Yan, Brian"
油尖旺區,九龍三育中學,九龍旺角界限街52號。,23944081,23944082,school@ksyss.edu.hk,http://www.ksyss.edu.hk,https://www.schooland.hk/ss/ksyss,梁詠梅女士 Ms. Leung Wing Mui,湛志凡牧師 Pastor Cham Chi Fan
油尖旺區,保良局莊啟程預科書院,九龍大角咀柳樹街12號。,23905010,23962926,info@sfc-plk.edu.hk,http://www.sfc-plk.edu.hk,https://www.schooland.hk/ss/ktchong,邱萬光先生,李何芷韻女士
油尖旺區,香港華德福教育基金會瑪利亞書院,九龍太子彌敦道788-790號2樓及7樓。,23615147,,sddept@rsefhkmaria.edu.hk,https://rsefhkmaria.edu.hk/,https://www.schooland.hk/ss/rsefhkmaria,王一鳴先生,葉錦輝先生
油尖旺區,香港力邁學校,尖沙咀柯士甸道22-26號好兆年行2樓。,29552468,27111700,admissions@limai.com.hk,https://limai.com.hk/,https://www.schooland.hk/ss/limai,Melanie Kirk 女士,凌峰先生
深水埗區,寶血會上智英文書院,九龍石硤尾偉智街3號。,27793220,27789273,info@htc.edu.hk,http://www.htc.edu.hk,https://www.schooland.hk/ss/htc,馮鄭惠儀女士 Mrs. Monica Fung Cheng Wai Yee,蘇肖好修女 Sister So Chiu Ho
深水埗區,聖母玫瑰書院,九龍又一村玫瑰街22號。,23806468,23812639,olr@olr.edu.hk,https://www.olr.edu.hk,https://www.schooland.hk/ss/olr,歐綺玲,"陳惠芬修女 Sr. Chan Wai-Fan, Mabel"
深水埗區,中華基督教會銘賢書院,九龍石硤尾偉智街1號。,27784512,27883729,mingyin@cccmyc.edu.hk,https://www.cccmyc.edu.hk,https://www.schooland.hk/ss/cccmyc,陳美儀女士 Ms. Chan Mei Yi,李志華先生 Mr. Lee Chee Wah
深水埗區,英華書院,九龍深水埗英華街1號。,23368838,23361920,mail@yingwa.edu.hk,https://www.yingwa.edu.hk,https://www.schooland.hk/ss/yingwa,陳狄安先生 Mr. Dion Chen,陳應城教授 Prof. Chan Ying Shing
深水埗區,香島中學,九龍大坑東桃源街33號。,27790182,27790731,schoolmail@heungto.edu.hk,http://www.heungto.edu.hk,https://www.schooland.hk/ss/heungto,黃頌良博士 Dr. Wong Chung Leung,葉燕平先生 Mr. Ip Yin Ping
深水埗區,聖瑪加利男女英文中小學,西九龍深旺道33號。,23966675,27890485,enquiry@smcesps.edu.hk,https://www.smcesps.edu.hk,https://www.schooland.hk/ss/smcesps,李蘭苑女士 Ms. Lee Lan Yuen Nancy,伍志衡先生 Mr. Tin Htun Chi Hang Cyrus
